024024
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,
1,2,2,0,0,0,3,0,0,0,5,0,5,0,5,0,0,0,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1,3,3,3,0,0,3,0,0,5,0,5,0,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,2,2,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,2,2,3,0,0,2,2,2,2,2,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,3,3,3,3,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,3,2,2,0,0,0,3,5,0,G,G,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,
1,2,2,0,0,0,3,3,0,0,0,0,3,0,0,G,G,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,3,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,3,0,0,0,0,0,3,0,G,G,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,2,2,3,0,0,3,0,0,3,0,G,G,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,3,3,3,3,0,0,3,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,3,0,0,3,3,3,3,9,0,G,G,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,
1,2,2,0,0,0,3,0,0,0,0,0,3,2,0,G,G,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,
1,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,3,0,G,G,0,9,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,3,0,G,G,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,3,0,0,1,
1,0,0,0,0,2,2,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,1,
1,0,0,0,3,0,0,0,3,0,0,0,3,9,0,G,G,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,1,
1,0,0,0,0,0,5,0,0,0,0,0,3,2,0,G,G,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,5,0,0,0,3,2,2,1,
1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,1,
1,0,0,0,0,0,2,0,0,0,0,0,3,0,G,G,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,1,
1,0,5,0,0,0,0,0,0,0,5,0,3,0,G,G,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,
1,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,1,
1,0,0,0,0,0,s,0,0,0,0,0,3,9,0,G,G,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,1,
1,0,0,0,0,0,2,0,0,0,0,0,3,2,0,G,G,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,1,
1,9,9,9,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,0,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
