320420
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,l,l,l,l,l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,l,0,0,0,l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,l,0,4,0,l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,l,0,3,0,l,0,0,0,7,7,7,0,0,0,0,7,7,7,0,7,7,7,7,7,r,0,7,7,0,0,0,0,0,1,
1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,
1,0,0,0,0,0,0,0,G,0,0,0,0,0,5,0,G,G,G,G,G,G,G,G,0,G,0,0,0,0,0,5,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,G,0,0,G,G,G,G,0,0,5,0,0,0,0,0,G,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,G,0,0,0,0,5,0,G,G,0,G,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,G,0,G,G,0,5,0,0,0,G,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,0,0,G,G,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,G,G,0,0,G,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,
1,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,G,0,G,G,0,5,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,1,
1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,K,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,K,0,3,1,
1,3,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,2,3,1,
1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,1,
1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,5,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,5,0,3,1,
1,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,3,1,
1,3,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,5,0,5,0,5,0,3,0,0,0,0,0,0,0,G,G,0,0,0,0,0,0,0,3,0,5,0,5,0,5,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,G,G,G,G,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,G,G,G,G,G,G,G,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
