048420
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,
1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,l,0,0,0,3,9,3,3,3,3,9,3,3,3,3,3,0,0,0,3,3,3,3,3,1,
1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,L,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,3,3,1,
1,3,3,0,0,0,0,0,0,5,0,5,0,5,0,l,0,6,0,l,0,0,5,0,0,9,3,3,0,0,0,0,4,0,0,0,0,3,3,1,
1,3,3,0,0,0,0,5,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,0,0,9,3,0,0,0,0,0,8,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,9,3,0,0,2,2,2,2,2,2,2,0,0,3,1,
1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,5,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,K,0,3,9,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,9,0,5,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,2,2,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,3,3,0,0,9,3,0,0,0,0,0,0,0,0,5,0,0,3,1,
1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,9,3,0,0,0,0,0,0,0,0,8,0,0,3,1,
1,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,5,0,3,G,G,2,2,2,2,3,0,0,0,0,0,0,0,0,3,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,G,G,G,G,G,G,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,E,0,0,0,0,0,0,0,0,0,3,G,G,G,G,G,G,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,5,0,0,0,5,0,0,0,2,2,2,2,3,G,G,G,G,G,G,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,E,0,0,0,0,0,3,0,0,0,3,G,G,G,G,G,G,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,2,2,2,0,2,2,2,0,2,2,2,0,2,3,0,5,0,3,9,G,G,G,G,G,3,0,0,5,0,0,0,0,0,0,0,0,3,1,
1,3,3,3,3,0,3,3,3,E,3,3,3,E,3,3,0,0,0,3,3,9,G,G,G,G,3,0,0,8,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,3,9,9,G,G,3,0,0,3,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,0,E,0,0,0,E,0,0,0,E,0,3,0,0,0,3,G,G,G,G,G,G,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,2,2,2,0,2,2,2,0,2,2,2,0,0,3,2,2,2,3,G,G,G,G,G,G,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,3,E,0,0,0,0,0,0,0,E,0,3,0,0,0,3,G,G,G,G,G,G,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,G,G,G,G,G,9,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,3,E,0,2,2,0,2,2,2,E,2,3,0,0,0,3,G,G,G,G,9,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,3,0,0,3,3,0,3,3,3,0,3,3,0,0,0,3,G,G,9,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,
1,3,0,0,3,E,0,0,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,3,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
